length,0dig,10dig,20dig,30dig,40dig,50dig,60dig,70dig,80dig,85dig
781.49,4661.8,4591.4,4412.2,4211.4,3880.2,3458.6,2974.4,2187.6,986.8,8.8
781.88,4737.2,4580.2,4466.6,4213,3826.6,3477.6,2970.2,2203.2,980.4,-3.4
782.27,4738.2,4566.2,4440.6,4194.2,3864.8,3456.2,3000.6,2250.2,990.6,35.8
782.66,4612.6,4499.2,4457.8,4128,3851.2,3465.2,2986.2,2206.4,976.6,-1.2
783.05,4555.6,4557,4363.2,4162.8,3838,3451.8,2975.6,2238.6,955.4,-10.8
783.44,4585,4576.2,4399.2,4150,3767.6,3440.2,2960.6,2228.8,946,-15.4
783.83,4640,4609.4,4381.8,4119.6,3802.6,3424.4,2956.6,2214.6,944,-34
784.22,4629.8,4641.6,4436,4146.2,3806.6,3441.2,2982.4,2243,993.2,16.8
784.61,4596.8,4560.4,4451.2,4150.2,3812.4,3429.4,2944.8,2205.8,926.6,-0.6
785,4583.8,4629.4,4395.2,4202.8,3792.6,3476.2,2948.6,2216.2,913.2,25
785.39,4531.6,4563,4312,4125.6,3771.6,3387.6,2919,2219.8,942.6,10.8
785.78,4570.6,4558.8,4432.2,4171.8,3780.4,3374.4,2920.4,2189.6,989,6
786.16,4508.4,4507.2,4382.8,4161.2,3838.2,3393.4,2893.4,2245.6,948.4,-24.2
786.55,4525.6,4457.2,4417.4,4167,3819.4,3410,2927.6,2243.4,949,10.6
786.94,4613,4528.4,4411,4166.2,3828.2,3409.4,2973.6,2207.4,946.4,19.4
787.33,4588.6,4515,4320,4127.2,3806.2,3399.8,2939.2,2217.6,930.4,7
787.72,4593,4493,4332.2,4147.2,3843.4,3382.8,2890.4,2186,894.2,26.6
788.1,4546,4442,4292.8,4110.6,3834.8,3403.8,2866.8,2232.8,908.6,30.8
788.49,4501.6,4491,4270.6,4091.4,3784.6,3377.8,2914.8,2151.6,933.8,7.4
788.88,4568.2,4432.6,4246.4,4063,3796.6,3443.2,2849,2187.8,919.4,-0.2
789.26,4545,4482.4,4270,4068.8,3837.6,3395.8,2845.8,2167,978.6,27.4
789.65,4443.2,4417,4245.6,4077,3777.4,3385.4,2872.8,2188.6,939.4,8.2
790.04,4483.6,4419.8,4237.4,4058,3745.2,3391.8,2785.2,2217.6,933,12.6
790.42,4418.4,4410,4228.8,4080,3757.2,3387.8,2865.2,2171,986.4,3
790.81,4395.8,4363.6,4294.4,4128.4,3767.6,3421.2,2883.8,2157.2,936.8,12.2
791.19,4482.2,4463.2,4309.8,4052,3792.8,3387.8,2893.8,2169.6,934.2,-9.6
791.58,4458.2,4455.2,4323,4039,3808.2,3400.2,2873,2184.6,969.6,-3.4
791.97,4462.8,4340.2,4284.2,4045.6,3788,3417,2869.4,2232,942.8,-25
792.35,4398,4371.6,4207.4,4035.6,3774,3393.6,2876.2,2208.2,928,11.4
792.74,4424.6,4383.6,4283.6,3994.4,3735.6,3372,2900.2,2172.2,902,17.6
793.12,4430.4,4368.2,4243.4,4014.4,3734.4,3385.4,2861.6,2194.2,907.2,-5
793.5,4361.4,4290.6,4269.8,4040.8,3723,3351.2,2868.4,2170.8,931.2,0.6
793.89,4362.4,4355.2,4252.8,4023.4,3732.2,3407.6,2887.4,2167,938.8,23.2
794.27,4401.8,4311,4217.8,3988.8,3717.2,3360.6,2836.6,2187.2,930.2,-3.8
794.66,4370.8,4335.4,4219,3972.4,3682.8,3348,2847.2,2172.2,921.6,44.2
795.04,4337.8,4349.8,4252.8,3987.4,3686.4,3323.2,2901.8,2215.2,918,36.6
795.42,4363,4372.8,4281.2,3984.2,3676,3371.4,2842.2,2252,979.2,40.2
795.81,4367.8,4317.6,4240,3950.2,3684.4,3407.4,2811.6,2195,918.6,-13
796.19,4392.2,4300.8,4205.4,3931.8,3662.6,3362,2818.8,2169,938,22
796.57,4413.8,4353.4,4238.2,3924.4,3701,3346,2847,2202.2,897.6,-4.8
796.96,4424,4370,4221.8,3908,3697.4,3309.4,2860,2166,915.4,4.4
797.34,4376.8,4335.2,4215,3961.2,3714.2,3316,2863,2139,886.8,34.2
797.72,4416,4321.2,4228.6,3926,3665.4,3322.8,2826.2,2196.2,891.4,-4.4
798.1,4339,4330.8,4165.2,3910,3691.6,3337.8,2787.4,2165.2,922.4,29.8
798.48,4330.2,4371.6,4246.8,3956.4,3707.8,3345.6,2891.2,2202.4,922.8,27
798.86,4355.8,4313.8,4160.8,3974,3672.2,3356.8,2813.8,2245.2,910.2,2.4
799.25,4314.6,4344.6,4184,3962.8,3661.4,3330.8,2766.4,2209.2,889,41
799.63,4327.6,4291.4,4175.6,3920.6,3658.6,3308.2,2796.8,2142.6,939.2,-3.6
800.01,4328,4339.8,4120.6,3958,3675,3273.6,2835.8,2117.2,947,-24.6
800.39,4282,4249.4,4180,3964.8,3654.2,3327,2828.2,2134,951.6,-23.6
800.77,4266.8,4225.2,4176.4,3932.2,3641,3312,2793.6,2152.2,929,23
801.15,4308.8,4305.4,4131.4,3944.8,3646.4,3286.4,2831.6,2164,924.8,-6
801.53,4289.2,4311.6,4138,3967.8,3640.4,3239.4,2792.6,2180,926,-34
801.91,4259.4,4255.6,4104.6,3897,3613.6,3254.4,2898.2,2134.2,947.6,-10
802.29,4323.6,4325,4186,3980.2,3641,3307.8,2858.6,2147.8,904.8,12.2
802.67,4260.2,4338.8,4115.4,3970.6,3639.8,3309.6,2832,2179.8,930.8,40.4
803.05,4238.6,4234.8,4112.4,3962.6,3696,3296.2,2843,2168.6,910.2,27.4
803.43,4257.2,4260,4134.6,4004.8,3654.8,3279,2843.4,2187.8,921.2,11.2
803.8,4273.8,4267.4,4132.4,3976.6,3670.2,3341.2,2804.6,2150.4,942.2,32
804.18,4275.2,4256.2,4178.4,4031,3732.6,3337.4,2797.6,2158.4,922.4,-15.2
804.56,4288.4,4294.8,4176.6,3988.6,3711.4,3348.2,2799.8,2197.4,930.8,4.6
804.94,4337.2,4249,4175.6,3924.2,3685.6,3309,2820.8,2179.2,941.6,31
805.32,4287.6,4309.2,4167.6,3944.2,3666.8,3321,2803.6,2219,904.6,1.2
805.69,4232.8,4154.2,4090,3842,3669.4,3375.8,2795.2,2185.8,933.6,9.4
806.07,4204,4158.2,4086.2,3891,3692.2,3304.2,2817.8,2115.6,917.4,-10.4
806.45,4245.6,4179.4,4069.2,3887,3668.8,3325.6,2797.4,2136.8,921.8,-24.2
806.83,4202.4,4202.8,4128.8,3904.6,3633.8,3285.6,2832.8,2175.6,908,-13.6
807.2,4210.6,4247.4,4094.2,3864.8,3674.8,3266,2797.4,2185.8,920,33.2
807.58,4254.4,4294,4139.8,3928,3623,3251.6,2820.4,2161.4,915.6,0.8
807.96,4261.8,4220.8,4132.2,3832.6,3634.4,3323.6,2829.2,2114.2,908.8,19
808.33,4300,4280.6,4105.4,3885.6,3608,3257.4,2808,2126,904.8,1.2
808.71,4320.8,4269,4070,3926.8,3654.6,3309.4,2811.4,2193.2,935.8,31.2
809.08,4267.8,4281.8,4179.2,3944.2,3634.8,3258.2,2827,2147,932,-3.2
809.46,4267.8,4223.2,4106.2,3941.8,3616.6,3222,2845.8,2108,931.6,-46.2
809.83,4221,4200.8,4072,3962.8,3623,3274.2,2862.8,2151.6,905,19.6
810.21,4244,4196.8,4118.8,3915.2,3606,3296.2,2795.2,2108,937.2,-6.2
810.58,4247.2,4229.2,4074.8,3895,3645.4,3250.6,2809.2,2092.8,919.2,-4.6
810.96,4262.4,4262.8,4062,3886.8,3631,3256.4,2806.8,2158.6,953.2,-3
811.33,4180,4257,4111.6,3906.2,3588.4,3227.8,2807.8,2129.8,947,-19.2
811.71,4202.6,4253.6,4032.4,3839.6,3633.4,3244,2800,2162.2,876.4,1.2
812.08,4240.8,4253.6,4143.2,3878.2,3624,3285.6,2844,2189.8,906.2,-9.4
812.46,4275.8,4236.2,4118.6,3925,3602.8,3335.4,2837,2172.6,944.8,20
812.83,4315,4224.4,4070.8,3891.6,3646.8,3352.2,2799,2204.2,978.2,21.4
813.2,4297.4,4189.6,4101.4,3917.6,3655.4,3269.4,2836.4,2186.2,972.8,44.4
813.58,4205.4,4198.4,4083,3947,3675,3302,2817.2,2229.4,948.8,45
813.95,4200,4198.2,4089.4,3883,3687.2,3300.4,2781.2,2128.2,892.4,17.6
814.32,4158.8,4197,4206.8,3966.8,3747.4,3293,2850.2,2163.2,918.6,-7.2
814.69,4144.4,4150.2,4147.8,3863,3694,3335.6,2872.8,2193.4,915.6,0.4
815.07,4191.8,4248.6,4083.8,3915.4,3659.2,3273.6,2846.8,2190,871.2,14.8
815.44,4221.8,4172.4,4070.8,3918.4,3684.4,3299.2,2837.2,2146.8,914.6,17.2
815.81,4193.6,4230.8,4057.6,3907,3687.8,3315.4,2778.4,2177.6,931,10.4
816.18,4204.4,4296.8,4115.4,3844,3662.4,3320.2,2843.8,2183.4,946.8,-5.4
816.55,4217.6,4279.6,4089.4,3872.6,3653,3372,2828,2183.6,926.4,-12.6
816.92,4213.4,4216.4,4118,3869.6,3652.8,3357.2,2799,2168.2,933.6,44
817.29,4246,4155.8,4125.4,3877,3621.4,3355,2857.8,2166,929,7.6
817.67,4211,4177.4,4068,3893.8,3691,3349.2,2956.6,2238.6,964,29.6
818.04,4201.8,4153.4,4119.2,3915,3650,3365.8,2878.4,2261.6,956.6,6.8
818.41,4152.6,4096.6,4056,3880.4,3668.4,3337.2,2886.6,2211.6,953.8,41
818.78,4205,4109.6,4076.4,3915.2,3631.4,3293.4,2905.6,2216.4,917.6,21.4
819.15,4200.6,4144.4,4105.6,3964.4,3657.4,3274.2,2912.2,2215.2,973.2,24.6
819.52,4182.6,4217.8,4146.2,3897.4,3587.4,3273,2897.2,2207.8,945.2,-11.4
819.89,4181.8,4128.2,4129,3853.2,3565.8,3286.6,2877.8,2194.6,928.6,12
820.26,4162,4203.4,4121,3983.8,3643.2,3295.4,2904.4,2177,937.8,-20.2
820.62,4147,4188,4102,3912,3658.4,3258.2,2897.6,2170.6,947,17.2
820.99,4206.6,4234.2,4052.6,3906,3652.6,3260.2,2858.2,2176.2,928,-15.2
821.36,4237.8,4247.4,4054.6,3831.2,3677.8,3387,2880.8,2200.6,906.8,28.2
821.73,4139.4,4174,4179.2,3891.6,3658.8,3383.6,2879.2,2223.6,896.8,17.8
