wave leght [nm]\ AOI [dig],0,5,10,15,20,25,30,35,40,45,50,55,60,65
693.85,-4.4,28,13.8,-4.2,5.8,-11,-10.8,-6,-10,-17.2,-7.4,-29.2,53.2,-21.8
694.29,25,35.2,12.4,0.2,-18.8,-32.6,-25.8,-13.2,-17.8,-18.6,22.8,-43.2,17.2,-5.8
694.72,1.4,5.4,2.2,-3.6,-8.8,-20.2,15.8,5.8,-31.8,-20.4,22.2,2.4,27.6,-8.4
695.16,0.8,-4.2,28.6,0.4,17.2,-3.4,4.8,1.8,-3.4,26.8,-12.4,6.6,18.2,16
695.59,18.8,42.8,28.8,4.2,21.4,-19.4,17.8,-25.2,-20.8,13.2,-0.6,11.2,28,34.6
696.03,20.8,11,27.2,1.4,-19.4,-19.6,-3.8,-28,-11.6,24.8,4,-13.4,-32.6,11.2
696.46,-26.4,3.2,9.8,8,-6.8,1.2,-4.4,-13.2,14.6,0.6,14.2,17.6,30.6,-2
696.9,-5.8,-13.6,1.6,-31,-3.2,2,-20.8,-11.4,34.6,13,-28,3.4,-9.2,2
697.33,-6.6,-3.8,-3,-8.4,-3.6,10.2,-24.6,13.8,29.8,-11,-3.8,-22,-8.8,22
697.76,3,14.6,-2.4,-4.4,1,7.4,23.4,5.4,27.8,13.2,11.6,9.8,-15.8,23.2
698.2,10.6,1.8,-32,-2.8,9,-22.6,6.4,-13.8,2.6,2,-2.2,-3.8,21.4,6.8
698.63,-3.4,14,10.6,-13.2,-15.6,-26.8,17,-6.2,3.8,-18.4,-33.8,-20,29.6,26.6
699.07,27,3,22.2,19.8,-18,18.2,17.8,-9.6,-20.2,-41.2,26.4,-19.6,-9.6,27.2
699.5,-23.4,-9.6,-6.2,9.8,-11.2,11.8,-11.4,-18.8,-2.8,-38.8,39.4,11,6.8,7.6
699.93,-2,7.6,0,5.2,27,0.2,6,-43.4,-3.6,-8,-25.4,-28,4.2,-4
700.36,1,-0.2,-13.6,21.2,32.6,0.6,21.6,-14.4,16.8,-15.4,0.4,-20,4.2,11.4
700.8,-43.2,18.4,-17,0.2,-17.6,9.2,13.6,7.8,-31,-8.2,50.4,-18.2,-6.6,-4.8
701.23,-27.8,23.6,-3.8,2,-19.8,11.6,19.8,6.2,-17.2,9.8,-9,-22,3.6,-14.8
701.66,-6.4,5,5,-14.8,10.2,2.8,-38.6,11,-47,15.2,-5.4,37.6,-3.6,4.2
702.09,34.2,26.8,-8.6,26.6,-42.6,33.4,4.6,-5.2,-0.2,-34.6,1.4,37.4,10.2,-20.8
702.52,1.2,12.8,22.6,9.4,-1.2,-2.2,49.2,16.4,-16.6,-7.6,21.2,3,-5.4,-8
702.96,2.4,-12.6,11.2,17.8,18.4,22,6.2,-0.8,-26.4,34.8,-9.4,-14.8,-7,38.2
703.39,-9.8,5.6,16.2,-8.8,1.6,7.6,14.6,-14.2,1.6,5.8,-30,-1.4,-9.8,-1.2
703.82,26,-6.8,-37.4,1.6,6.2,11.6,-8.4,1.4,30.8,24.6,9.4,-30.4,-5.4,-7.4
704.25,0.2,13.6,-14.4,-5,15.8,-51.8,-7.4,-57.2,8,19.8,18.2,6,-4.8,-31.6
704.68,34.4,6,28,-35.2,45,-9.8,-13.8,3.6,9.8,-5.8,-15.6,-4.6,-14.4,-12
705.11,-0.6,-26.8,-2.8,-7,15.8,-23.6,4.6,-18.6,-21,7.4,-2.2,21.6,44,24.4
705.54,7,13,-14.2,-8.6,2.2,15.4,-16.2,-25.8,-13.6,34.4,-18.2,43.8,12.8,-8.4
705.97,17.4,-4.8,-37.6,-12,4.6,11.8,-15.2,-4.6,-0.4,6.8,2.2,13.6,-11.4,-3.8
706.4,-7.2,4,12.4,-4.8,6.8,3.8,22.4,-0.8,39.8,10.6,3.2,-27,22.4,-22.2
706.83,17.6,2.4,3.4,-6.8,2.6,27,-5.2,-4.6,18.4,-16.2,4.4,-16,-5.4,-27
707.26,36.6,11.4,-15.8,2.2,21.4,26.4,-28.2,-32.6,-11.2,-14.6,26.4,-13.4,11.6,-1
707.69,3.6,-26.2,48.2,-35.2,0.4,-2.6,-21.2,-5.2,1.2,-33.6,28,-5,16,-2
708.12,-2,3.2,-23,-18.8,18.6,-10.2,-3.8,-28,21.4,5,18.6,-20.6,8.4,-16.4
708.55,-4.2,15.2,34.4,16,20.4,34.2,-8.4,28.6,12.4,-37.6,-9.8,7.8,-3.2,-6.8
708.97,12.2,44,-7,30.4,16.8,-10.4,8.2,18,-6.8,-12.4,51.6,-3.2,-30.4,16.6
709.4,-9.6,19.6,26.4,-19.6,31.2,-18.8,14.4,-6,-11.8,-8.8,19,27,-2,53
709.83,-27.4,24.2,3.6,-37.2,4.6,-8.8,7.2,-3.4,23.2,-2.6,-15.2,14,12.2,53.4
710.26,-9.8,11,3.6,-32.6,-6.8,-8.8,42.6,-14.6,17.4,-9.2,18.4,48.6,11.2,15.4
710.69,10,27.2,-20.6,17.6,26.6,22.8,-3.8,-10.8,-1.2,30.4,10.6,24.4,6.6,2
711.11,-8.8,2.6,5.4,10.8,-5.8,14.8,-17.8,-33.4,-41.2,-0.2,20,19.8,-4.2,-22.8
711.54,3.6,18.2,-2.6,-8.2,-20.6,-2.4,-9,-33.6,-2,23.4,24.2,16.2,-14.2,0.4
711.97,-3.2,-7.2,-12.8,2.8,11.2,10.2,-5.6,-30.4,-6.6,-23,-39.2,7.2,17.6,5
712.39,-0.2,-11,18.2,42.2,-25.4,-20.2,20,-8.6,-38.2,5.4,-23.2,4.6,-11,-20.8
712.82,16.8,-21.4,14,2.2,38,35.8,6.4,-11.8,-9.4,-6.6,1.2,-18.2,3.2,-11
713.25,-46.4,22.4,-24.2,-6,5.4,25,-17.2,21.2,29.8,31.8,6.2,-20.2,-20,17.2
713.67,-6,-2.6,19.8,1.6,4.6,-13.6,-2,-12,34.2,-5.6,-4.4,17,-2.8,22.8
714.1,-21.8,-39.4,11.6,-10,-24.6,14,4.2,2.2,4,-13,26.8,10,-8,18.2
714.53,-39,-31.6,25.8,-26.8,32.2,43.6,-16,16.2,-8.6,24.2,12.4,24.8,34,16.6
714.95,-31.4,-7.4,0.4,-6,-0.2,18.4,-14.4,23.4,22,37.8,9.2,15,42.6,-4
715.38,0,1,16.6,11.4,13.8,-26.6,14,2.2,-17.4,0.2,38.2,11.2,-4,-23.6
715.8,4.4,12.2,19,-21.2,18.6,3.8,-33.4,-22.4,-4.4,-12.4,0.6,29.6,-6.2,-17.6
716.23,-11.6,31.4,-5.4,-0.2,-2.8,-13.6,-2.8,-13.6,-30.2,5,6.4,3.4,-32.6,20.4
716.65,-20.6,10.4,-7.8,-23.8,6.8,-13.2,17.4,3.2,3.8,9.2,-24,-17.6,12,-27.2
717.08,8.8,11,20.8,-10,-9.2,-14.8,25.4,4.2,-13.8,1.2,5,5,13,21
717.5,12.2,-4.2,-2,-61.8,1,1.2,-16.6,20.8,-9.8,-15,2.2,-4.8,4.8,45.6
717.92,17.8,-0.6,18,6.4,-2.4,-6.4,23.2,-1.2,13.2,26,6.8,-21.2,6.2,22.2
718.35,26.6,-11.6,23.4,-15.2,20.6,-25.8,-24.4,0.4,-26.8,39.4,17.4,5.4,26.4,7.6
718.77,43,1,-11.4,16.8,-4.4,-17.8,5.4,-22,-3.4,8.6,26.4,-14.2,-1,-34.2
719.2,19.6,-26.2,-47.8,1.8,-2,-16.2,9.4,17.8,7,28.4,17.4,15.8,-2.6,-20
719.62,-25.4,1.8,-16.4,-1.6,20.2,-7.8,-14.4,6.4,19.6,34.2,-4.8,5,-30.6,2.8
720.04,0,18.4,-19.4,28.4,-30,10.8,-8,33.8,-20.4,6.2,3.2,18.2,12.2,18.4
720.46,9,-41.6,-31.6,-10.4,-25.6,-28.8,-20.6,13.4,-5.4,5.2,0.4,-7,-1.8,4.6
720.89,6.6,-18,9.6,23.4,-20.6,-57.2,-12.8,-13.8,12.4,17.8,-23.4,-20.4,22,6
721.31,-14.6,-6.8,-51,-23.8,1.8,1.8,7.6,21.8,10,9.6,3,-19,-49.2,16.8
721.73,-23.2,-30.4,0.6,-14,7.2,22.2,4.4,-9.4,22,-9.4,0.8,6,-11.2,0.2
722.15,0.4,-46.2,13.2,-13.8,-14.6,-11.8,2.2,30,-8.4,13.6,-16.6,-31.6,-7.8,10.6
722.57,9.4,-15.4,-34.2,32.8,-8.6,-12.2,-35.2,1.2,-14,33,11.8,-23.2,-34.4,-2.4
723,-26.4,29,-18,25.2,13.8,33.4,-25.2,-8.6,0,-34,40,-30,-11.2,-18.6
723.42,-2.2,26.8,16,-2.8,15,-10.6,-12.2,9.6,4.6,-12,20.2,2.6,-8,13.2
723.84,-1,24.4,11.4,-25,2.4,13.2,26.6,-15,-14.8,-9.6,-19.6,-6.2,-24.2,11
724.26,0.4,8.2,8.8,-11.4,18.8,19.6,-3.4,-10.4,-0.2,26,-22.8,-0.2,-33,-28.4
724.68,-15.4,-0.2,-18.8,-8.8,-16,22.4,-0.2,12,22.6,35.8,5.2,1.6,3.8,12.2
725.1,-40.4,-17.6,3.8,-17.2,-23,27.6,-0.2,12.6,9.4,21.8,12.4,12.2,34,17
725.52,-11,-42.8,-16.2,-17,-26.2,5.2,-17.6,15.4,13.4,-3.6,7.6,34.4,20.4,9.8
725.94,19,13.2,-30.4,32.6,-4,-63.6,-15.8,-32.4,9.2,-8.4,-16.8,44,15.8,0.2
726.36,-7.4,-35.6,26,11.2,21.4,3,-11.4,-17.4,11.4,33.4,3.6,-5.8,-0.4,6.6
726.78,6.4,-12.6,-38,7,-9.6,24.6,-5.2,-33.4,14,31.4,-14,-10.4,-10.6,-21.6
727.2,-34.4,7.4,-10.6,-17.4,-27.8,27.6,1.8,35.2,-0.6,25.2,-55.2,18.6,3.8,-34
727.62,3.4,-6,20.8,9.2,-28.4,-12.4,-14.2,-3.4,10.4,0,-1.6,32.8,-8.2,-19.6
728.04,-12.4,6,-8,7.6,-8.2,24.4,-27.4,7.2,-14.2,52,13.2,-26.6,-29.8,-10.2
728.46,18,17.6,25,-7.8,-23.8,-7,16,29.8,4,12.8,19,-14,15,39.2
728.88,-15,35.4,32.6,3.2,14.2,-22.4,-1.6,8,18.4,-21.2,-3.4,19.2,7.2,0
729.29,21.6,4,19,22.8,6.6,-2.8,-3.4,9.4,29.6,26,21.6,-4.6,-8,32.4
729.71,-7.8,-5.2,19.4,6,37.4,6,13.4,-13,5.8,2.8,3,10.2,9.4,-27.2
730.13,8.6,4.4,-16,-12.6,31,10.2,24.4,-17,0.8,-4.4,-1.6,18,29.4,26.2
730.55,2.8,13.6,11,21.8,-12,-31.2,19,55.8,9.8,5.6,4.8,6,7.6,34.8
730.97,11.4,-3.8,-38.2,-1.4,-35,-1.4,9.6,8.8,-53.4,11.6,-30.6,-28,-1,16.2
731.38,-2,7.6,-12,8.4,-24.4,21.4,15.2,15.4,3.4,27.2,-15.2,16.6,-13.8,11.4
731.8,3.2,-2,-3.8,1,10,-24.8,29.4,-5.8,17,7,-41.4,-19.8,-31.4,35.2
732.22,33.8,-3.2,-0.2,0.2,8.2,-19.8,22.8,-16.2,-14.2,26.4,-20,-1.4,33,-12.6
732.63,2.8,3.8,-21.4,15.2,-10.4,10.8,21,3.6,6.4,0.8,-0.6,2.6,25.8,21.2
733.05,28.8,-29,-15.4,-16.8,12.4,0.4,-17.8,19,11,-33.6,-16.8,9.2,16.4,-17
733.47,-11,-12.8,-20.8,-6.4,-3,-23.6,1,31.2,8.6,-11.2,28.2,-14,10.2,17.4
733.88,23.4,9.2,2.8,15,18,-15,-14.6,7.2,10.4,2.8,11.8,-20.8,2.2,31.6
734.3,-9.6,21.2,9.8,6.6,-39,-21.8,19.8,-40.2,2.8,-9.4,-6.4,-12,9.8,5
734.71,19,8.8,-32.2,4,-15.4,26.2,3.2,-22.2,-47.4,13.6,12,11.6,-26.8,-10.8
735.13,-3.6,6.6,22.2,24.8,10.6,14.6,-1,0.8,-11,-17.6,-39.4,11.2,-17.2,25.6
735.54,-29.2,-4.4,50.8,5.6,-24.4,-9.4,-30.2,16,-9.8,29,-21.8,30.8,-4.4,-18.4
735.96,15,-2,18.4,29.8,-19.2,-14.2,4.4,31.2,-39,44.4,20.6,-41.8,-18,13.4
736.37,-16.6,14.6,-18,16.8,7,24.4,3.6,-4.8,22.4,-15,49,-1,47.2,-3.4
736.79,-13.6,11,-9,20,35.4,20.4,-7.8,-28.6,13.2,20,34,2.6,-15.6,2
737.2,17,15.2,-5.8,17,11.2,2.8,-4.8,4,7,-22,-5.2,20.8,7.4,-29
737.62,1.4,12,19.2,30,-12.4,-28,-25.4,3.4,-16.8,-4.4,38,-15.4,-31.6,3
738.03,0.4,20.6,-12.2,-22.6,7.4,-20.2,-20.8,9.2,3.4,-0.2,-18.4,-6.6,-2.4,-18.8
738.44,4.8,31.4,39.2,0,-4,-2,-2,-1.2,8.6,20.4,5,-1.4,2.2,6.8
738.86,-13.4,-1,38.8,3.2,-27.8,-17,-0.4,-29.6,11.6,21.2,9.8,17.8,27,26.6
739.27,-21.4,-20,0,2.8,29.6,4.4,-9.2,5.8,6.2,18.2,-12.6,21.8,-4.6,17.6
739.68,0,-6,-22.6,43.4,21,-28.4,32,26.2,-11.2,6.4,-25.2,12.4,33.4,-14
740.1,0.2,12.6,-24,2.4,4.2,5.4,51.2,31.6,2,2.6,21,-26.4,17.2,-9
740.51,-11.8,-25.2,-6.6,-10.2,5.8,19.8,-11.6,-0.6,-14.6,-21,9.2,5.2,1.4,13.6
740.92,-1.8,0.6,7.8,-25,-2.8,35.2,17.8,8.8,6.8,19.8,-21.6,0,25,-4
741.33,-3.2,5.6,16.6,9.4,-7.6,1.6,-23.4,-22.4,39.4,-4,-21.8,-13,-8.2,5
741.75,1.6,34.8,3,3.8,-16.2,-7.4,25,-10.2,22.2,29,-1.2,-16,-15.6,15.4
742.16,-26.6,4.6,19.8,3.2,-12.8,-17.4,-6.6,-3.4,18.2,31.4,-10.8,-23.6,-4.6,16.2
742.57,-8.2,-2.8,8.4,7.2,24.4,22.2,0.8,-28.8,-15,-26.8,17.2,4,-25.2,19.4
742.98,5.4,-22.8,-21.2,32.6,9,-13.4,9,-42.2,-22.8,19.8,-18.4,-6.4,-7.4,-14.2
743.39,-1.8,8.8,-23,6.6,5.2,33.6,-27.2,-2.6,-29.8,10.6,3.2,2.4,29.4,27.8
743.8,-22.8,-10.6,10.2,0.6,-1.8,-32.4,-60.2,-3.8,-16.2,-9.8,5,-10.4,27.4,3.8
744.21,-32.4,11.2,-17.6,14.4,-25,-14.2,-14,3.6,-34.4,16.8,1.4,7.8,16.4,31.6
744.63,-35.4,21.2,9.8,-2.2,-17,-7.2,36,-23.6,-17.8,12.6,2.6,-35,22.8,20.8
745.04,-30,-27.4,-18.2,-37.2,22,18.2,34.2,-28.8,-34.6,0.8,0.8,-2.4,5.6,-10.2
745.45,-2.6,16.6,-14.2,-2,11.8,5.8,-16,-44.8,-6.4,8.6,-2.6,-9,-3.2,-8.8
745.86,3.4,19.8,-6.2,33.4,4.6,18.6,9.6,-17.4,-25.4,-1.6,-14.4,-13,1,-24.6
746.27,10.6,25.2,28.8,24.8,12.6,15.2,13.4,7.2,-40.8,-16.4,-9.6,-12.4,24.6,-32.4
746.67,3.4,-18.8,15.2,16.2,19.2,15.8,33.8,-10.4,1.4,7.4,-4.4,-9.4,19.4,3.4
747.08,0,2,2.4,-4.8,20.2,-16.2,15.4,14.4,-1.8,-5.8,-1.6,17.6,14.8,-7.2
747.49,-3,5.2,10.6,36.4,23.8,-37,16.2,4.2,-21.8,17.6,10.8,-8,-20.2,3.2
747.9,10.4,15,-4.6,-3.2,15.4,9.4,3.2,-16.2,7.4,-9.6,-11.8,0.6,-36.6,12
748.31,-24.2,-15.8,50.8,6.2,22,-39,10,24.6,9.8,20.2,-3,13,-10.4,-18.4
748.72,12.8,19.8,11,-19.4,-6.8,-15.4,52.6,33.6,0.4,19.2,11.8,6.8,-9.6,14.2
749.13,-9.8,9.4,-8,-30,2.8,30.4,49.2,-20.2,27.6,10.8,17.4,11.2,28.6,-8.4
749.54,-13.8,-13.8,-42,-9.8,8,-38.4,1,-12.2,-9.8,-7.6,31.6,-31.6,-18.2,18
749.94,-15,-2.6,16,30,-34.6,-1.6,3.8,8.2,21.8,-20.4,-1.4,21.8,15.6,-27.8
750.35,-3.8,6,9.4,11.4,19.6,-3.4,-5.2,-0.2,21.6,-16.4,-8.6,-1.2,20.8,12
750.76,-19,11.8,9.2,-17.4,-14.8,-4.8,-11.4,8.2,-16.4,-29.6,-7.4,5.4,12.8,-8.6
751.17,-26.4,5.4,4.2,24.8,10.8,14.8,22.2,12.8,10,22.2,11.6,-6.2,16.2,2.8
751.57,13,3.2,-29.8,13.6,71,-4.2,-10.6,2.2,-9.6,8.8,4.2,-1.2,3.6,8.2
751.98,1.8,0,-26.6,-5.8,6.2,15.8,3.2,-14.4,-6.6,-31.2,16.4,-12.4,-4.2,4.4
752.39,3.6,26.2,19.2,-39.6,14.8,-30.8,-4.8,-15.2,28,-23.4,-2.8,6.4,-13.6,35.4
752.79,-5.8,15.6,-9,-17.8,-5.6,8,-10.4,3.6,-34.6,28.4,-8,-17,-19,-1.6
753.2,15.6,-3,3,-22.2,5.6,-10.8,33.6,-21.8,13.8,3.6,-14.4,-16.8,4.6,-4.2
753.6,-15.6,6.4,-23,-14.6,9.2,12,-39.8,-4.4,-8,-31,-6,-9,-3.6,39.4
754.01,-21.2,-13.8,-20,1,-25.2,-1,-15.2,15.4,-0.2,-9.6,-5.8,-11,1.8,10.2
754.41,2,-27.2,-6.8,-1.6,1.2,13.8,11.6,-4.4,-5.2,39.4,-17,-8.6,2.4,7
754.82,-17.8,3.8,-13,-26.2,-7.6,10,18.2,10.2,-3,13.4,-4.2,-27.8,25.6,3.2
755.22,-8,1.6,29.4,-12.2,-24.4,-3.8,-9.8,32.8,-8.2,5.6,20.6,-9.8,15.4,-13.4
755.63,15.8,14.6,5.6,-0.2,-11.4,23.8,-19,3.2,-7,23.2,9.4,4.6,-60.2,22
756.03,-29,-3.4,18.2,-12.6,5.8,27.4,3.4,45.2,-17,32,-12.6,16.2,1,-4.8
756.44,-6,24,-24.4,-19.8,16.2,-28.8,1.4,17.6,12.6,-7.6,17.8,-13.4,-11.6,9.4
756.84,-4.4,-19.6,-9.4,29.2,-3.4,-16.6,11.2,-4,29,15,46.8,13.8,31,23.4
757.25,-3.4,-14,-22.6,-3.2,-4.2,11.4,-41.4,-0.4,11,14.6,10.8,1,-30.2,2.6
757.65,-17,2.2,2,-7.8,1.4,-1.4,5.2,-2.8,-3.6,-9,-12.2,-18.4,2.8,-3.8
758.05,-20,-10.2,18.4,-2.6,13.6,-7.2,-4.8,-2.4,-24.6,13.8,5.8,3,0.4,8.6
758.46,7.8,30.6,-8,20.8,-29.4,-9.8,-9,-5.6,-17.6,20,-6.6,-26.8,2.2,18.4
758.86,-1,-22.6,0,28.4,-16.8,-17.2,-30,28.2,0.2,-22.4,-21.8,15.6,-6.4,13.8
759.26,-3,24.6,10.6,13.6,-45.8,-2.6,-1.2,-3,4.4,-15.4,-23.4,13.8,-6.6,9.8
759.67,-0.4,-0.8,-31.4,28.2,1.8,17.6,1.6,11.4,-5.4,11.4,23.4,3.8,5.6,-30.4
760.07,23,6,-30.2,11,-26,-21.2,-6.2,-2.2,2.6,-15.8,-2.6,-7.4,1.6,-19.8
760.47,-10.6,22.6,21.4,-5.8,7.8,-29,-7.6,15.2,7,-16.4,19.2,3.8,8,-20.4
760.87,3,5.6,25.6,17.2,-2.4,-9.6,-12.6,-4.2,8.2,33.4,-19.6,44.8,-19.8,2.8
761.28,-19.6,23,-35.4,-1.2,-30.4,24.2,-10.4,-17,-13.2,-7,4.8,-11.4,1.8,-24.2
761.68,-15.2,14.8,-28,21.6,-15.8,-1.4,6.2,16,-14.8,-7.2,24.6,-20.8,-8.6,35.2
762.08,-16.4,2.6,3.2,-11.2,23.2,24.4,3.8,1.8,-4.6,23.4,21.8,-2.6,11,28.2
762.48,-33.4,-4,-7.2,5.2,1,-13.4,-33.8,13.8,15.6,-24,-7.2,-9.2,29.2,4
762.88,18.2,-37.4,-9.4,-4,6.4,0,8.6,-18.4,14.2,4,20.6,-14.4,-7.6,-10.4
763.28,45.2,4.4,17.4,0.6,3.2,6.8,15,34.8,6.4,-16.2,9.6,2.4,0,36.8
763.68,-22.4,-1,12.6,-6.8,-13.2,28.4,-0.8,-29,-7.6,-16,3.8,13,7,29.6
764.08,7.6,5.8,-3.4,33.4,-31,8.4,8,-24.4,24.6,-1.4,5.6,-14.2,19.2,-19.6
764.48,35.2,7.8,-39,8.4,-6.2,-2.2,-8,31,22.4,19.4,6.4,25.6,34.6,31.6
764.88,8,4.2,-9.6,-28.2,-9.4,0,-11.2,-9.8,-24.2,14.8,5.4,-23,-7.8,25.8
765.28,-7.8,-8.8,2.2,-6.6,9.4,-4.2,0.4,31.6,-28.2,12.4,-7.4,18.4,4.6,-29.6
765.68,-15.4,-11.4,-3,15.6,8.4,-3.2,-43.4,16.8,-6,3.8,-33.4,20.4,2.6,8.2
766.08,-10.2,-14.6,-11.6,-12.4,8.4,-1.4,9.2,4.6,21.8,4.6,-17.4,1.6,9,12.2
766.48,-11,7.6,-6,-3.2,44.6,1.6,0,-31.2,-16.4,-23,7.8,4.4,-17,-2.8
766.88,-5.8,-3.2,-16.4,-9,-16,-38.6,19,15.2,-9.2,-12.6,12,8.4,-2.6,-10.6
767.28,1.2,6.4,-6,-20.6,-37.2,6.6,-3,6,3.8,10.6,-18.2,-15.2,14,-14
767.68,-15.4,11.2,-1.4,-13,11.8,18.6,-0.6,-16.4,22.2,15.6,-34.8,9.2,37,17
768.07,-8.8,-19.8,11.6,2.6,18.2,5,-0.6,-12.4,29.8,36.2,-11.2,18.2,28,-24.4
768.47,51.4,-30.4,14.2,-8.8,-9.4,-34.2,-27.2,3.4,-15.4,17.8,-0.6,33.4,15.2,-25.8
768.87,18.6,-15.8,-51,-7.8,-9,-7.2,-6.8,-1.8,42.2,-8.4,-22.8,7.4,12.2,25.6
769.27,7.4,8.8,8.4,-27.6,1.2,11,-19.2,22.8,12.4,-27.8,7,21.4,36.8,-0.6
769.66,7,-14.4,13.8,-8.6,-16.2,11.2,-26.4,46.8,5.8,3.8,-19.2,-20,11.4,23.4
770.06,4.4,-34.8,-7.6,4.4,-27.6,21.6,34.2,18.2,-18.8,-7,-35.2,-58.6,54,54
770.46,45.8,5.8,-4.4,-29.2,26,-15,-7.6,17.2,6,-15.6,-8.8,-13.4,-16.8,-11.6
770.86,-20.8,-16.8,18.2,-10.2,36,5.8,-1.6,40.2,15.8,9.6,-2.4,5.6,3.4,-2.4
771.25,3.2,-6.2,-7.4,3,23.4,8.8,-5.2,9.8,-8.4,2.4,0,9.4,12.4,-5.6
771.65,11.4,3,-30.8,10.4,7.2,13.4,-3.6,10.8,-34.8,9.2,12.6,-20.2,15.2,-27.6
772.04,-2,-14.6,-21.8,16.6,16.8,-11.4,-3.2,-7.8,28.8,-35,15.8,-5.4,4,-9.2
772.44,-21.4,18.4,-18.4,-41.2,-8.8,3.4,-12.8,0.8,-10.2,9.4,-0.8,10.8,-1.4,32.6
772.84,-4.4,20.4,-27,-28.2,24.8,-24.4,-19.6,24.4,14.6,7,15.8,7.6,-10.8,22.4
773.23,14.2,-0.4,-25.2,-13.2,28.8,-41,-8.8,17.8,-27.2,7.2,-4.4,-13,30.4,21.2
773.63,-6.4,7.2,-37.8,-5.8,-15.6,-1.6,9.6,41.4,-0.8,17.2,-18,13.8,24.2,36.8
774.02,11.2,-22.2,-6.2,16.8,2,-3.4,-10,13.8,-19,-19.2,-24.6,5.4,6.4,21.6
774.42,16,30.2,5.4,0.6,-18.4,-2,-5.4,-5,9.2,22.6,5.6,6.2,-19,-7.6
774.81,14.6,21.2,9.8,-11.8,-17.8,-0.4,11,-25,-23.2,8,2,-6.6,-29.8,-17
775.21,19.2,41,-23.8,-19.8,11.8,-16.4,20.6,-43.8,-11.4,-43.6,11.6,5.4,10.2,-1.4
775.6,-32.6,8.2,9.2,-21.2,17.4,27.2,9.2,-43.4,13.8,3.6,9.4,4,-36,-2.4
775.99,30.8,-28.6,-41.4,-5.2,5.4,6.6,-8.6,-14.6,-1.4,12,-30.4,2.4,-11,24.8
776.39,5.2,21.2,14.2,-29,37.6,-11.2,-9.4,-49,-14.4,-6.8,-23.8,10,46.2,26.6
776.78,-36.6,-16.2,11.8,-1,-21.8,20.4,-21.8,58.8,19.2,-18.8,-1.2,18.4,71,-5
777.18,-25.4,-18.2,36.6,2.6,17,12.4,18.6,-13.6,4.8,-9.4,12.8,-7.6,27.2,-24.4
777.57,10.2,13.8,-55,-16.4,14.2,-14.6,-0.2,1.8,17,-29,-11,-26,21.8,-35.8
777.96,-14,-37.2,-29,-49.2,1.4,-0.4,-18.4,8,-19.2,20,-40.8,3.4,-14.2,-15.4
778.35,13.4,-15.2,-12.6,-30,8.2,36,-35.8,-21.6,-39.8,-21.2,-17.6,-19.8,-37.6,-8.4
778.75,-12.6,-24.4,-17,-2.8,22.2,13.8,-22,-5.4,-29.8,-21.2,-0.2,30,-38,33.2
779.14,9,-5.4,-32.8,9.4,4.8,-10.8,36.4,-6,-7,22.8,-15.6,8.8,13.4,6.2
779.53,-16,18.2,0.8,-11.2,28.6,-13.8,-8.8,-17.8,-43.4,-4.2,-39.2,-38,-9,5.6
779.92,19.4,35.8,8.8,-7.4,3.6,-4.6,-19.6,-37.6,16.8,24,15,-14.8,18,7.6
780.31,20.4,3.8,40.2,-5.6,-12.4,-15.6,-26.4,-10.6,30.4,5.8,-14.8,17,-11.8,-11.8
780.71,-0.6,-6.4,-21,10.2,-5.8,6,-9.6,-23.6,1,-20.4,-11.8,-31.6,-18.2,10.6
781.1,0,-1.4,2.6,-11.4,-32.6,10.6,3.6,-5.8,-11,-6.2,-20.4,-18.4,-15.8,-19.4
781.49,8.6,-8.6,23.2,-0.2,5.2,15.6,24.2,15.6,-37.8,13.6,1.8,31.8,-6.6,-7.2
781.88,-3.6,9.6,-4.6,23.6,-1.8,-26.2,13.4,24.4,-19.4,2,11.8,6.8,-3.2,0.2
782.27,1.2,3.6,-11.2,5.2,10.6,12.4,27.4,37.6,-20.8,-37.8,-26.6,-12.8,5.4,-13.4
782.66,1.2,-13,22.2,22.4,2.8,-8.4,34.8,29.4,7.4,9.6,-19.2,5.6,35,-27
783.05,9,39.8,-22.2,-13,-17.2,-32.6,9,10,36,15,-1.4,-23.2,1,7.2
783.44,-22.4,21.2,-8.4,-0.2,29,3.2,15.4,1.8,5,16.8,-10,-8.8,-12,24.4
783.83,-5,-11.2,40.8,9.4,-1.4,28.6,-8.2,-19.4,22.6,33.4,-26.4,29.6,0.6,-33.6
784.22,-20.2,-34.6,-20.8,-5.2,20.4,7.6,-7.2,-10.4,-16,8.6,-12.4,5.2,17.8,-8.2
784.61,1.8,3.4,-10.2,16,27.2,-7,-13.2,-32.4,-13,1.6,-19.2,-22,5.4,26
785,-20.2,-0.8,19.6,-8.4,0.6,-20,-16,-48.6,11.6,22,0.6,-14,6.6,2.6
785.39,-1.4,29.6,10.2,-47.2,-13,-6.2,-22.2,9.8,32.8,-34.2,22.2,-22.4,-2.8,4.4
785.78,4.4,-41,-10.8,-18.4,14.8,16.2,-9.4,11.6,-8.6,-9.6,34.2,13.6,-9.8,-1.2
786.16,5.4,5,-35.2,-21.4,17.6,1,-33.4,3.8,-8.4,-10,-15.4,9,-8.8,-14.2
786.55,12.6,-1.6,-1,-27.8,25.8,10,-9.8,1.6,-4,-26.6,-7.2,-8,-23.4,23
786.94,-38.2,29.2,9.8,-18.6,31,-37,-25.8,22.8,1,-14.8,18.6,-18.8,12.8,21.8
